1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Page_Link,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
9,,2,,,,,,Driveway Gate,6836 Avenue C,,,1.52,2.75,,,,,,,,,,,,,,"4,892454(m_)  /Appraisal District",,Houston,,,,"Central Electric, Window Units",,Harris County,77011,,,,,,,Wood,,,Cash Sale,,"Tile, Vinyl",,,,,,,,,"Central Gas, Window Unit",,,,,,,,LT 6 & TR 7A BLK 13 CENTRAL PARK,Exclusive Right to Sell/Lease,525000,For Sale,,,Wooded,"4,464 Sqft.415(m_)  /Appraisal District",60191541 (HAR),,No,East End Revitalized,,,,,"$56,887",$0.00,"5,000",,"1,115",1930,Yes,,,,$46 - $78 K,,No/$0,,http://www.har.com/6836-avenue-c/sale_60191541,"Driveway Gate, Paved Area",,,,0,,,Multi-Family,,,Composition,,93,TX,,2,,,Central Park View subdivision price trend,CENTRAL PARK TO MAGNOLIA PARK,2.67856,"$2,902/2016",,,,,,,,,,,,,,,,,,,1930   / Appraisal District,77011,5933372ee2bac83b34e53115,,,
,13x15,,11x12,,13x15,,,,238 E 28,,Yes,2.34,2.98,,,,,,,,,,4 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,697251(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77008,,11x16,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Energy Star/Reflective Roof, High-Efficiency HVAC, HVAC>13 SEER",Controlled Subdivision Access,"Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",1 / Gaslog Fireplace,"Wood, Marble Floors",,Slab,,16x18,,Driveway Gate,2 / Attached,Yes,Central Gas,,,,,Alarm System - Owned,,10x15,Lot 10 Block 1,Exclusive Right to Sell/Lease,525000,For Sale,16x19,,Subdivision Lot,,43233534 (HAR),,"$2,150",Heights/Greater Heights,,,,,"$386,881",,"6,000",$262.12,"1,517",1940,Yes,,,,$233 - $729 K,,Yes/$205/Transfer Fee,Electric Oven,http://www.har.com/238-e-28/sale_43233534,,,,,0,No,,Single Family,,Gas Cooktop,Aluminum,"Formal Dining, Formal Living",388,TX,,4,,"Contemporary/Modern, Traditional",Sunset Heights View subdivision price trend,SUNSET HEIGHTS AMENDING NO 3,2.56,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",,77008,5933372ee2bac83b34e53116,,,
,15x15,,15x10,,16x10,,,,1103 E 24th St,,No,1.99,2.7,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,320216(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009,,,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, High-Efficiency HVAC, HVAC>13 SEER",Not Fenced,Brick Veneer,,,"Cash Sale, Conventional",,"Wood, Marble Floors",,Slab,West,,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Country Kitchen, High Ceiling, Island Kitchen, Refrigerator Included",453T,16x16,LT 1 BLK 1 SUNSET T/H,Exclusive Right to Sell/Lease,525000,For Sale,28x20,,Corner,"4,162 Sqft.387(m_)  /Appraisal District",52343013 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934,Yes,,,,$190 - $512 K,,No/$0,Single Oven,http://www.har.com/1103-e-24th-st/sale_52343013,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo,",635,TX,,2,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,Utility Room 2nd Floor,6x6,,,"Public Sewer, Public Water",2016   / Appraisal District,77009,5933372ee2bac83b34e53117,,,
,13x19,,10x11,,10x11,15x22,,,1023 Saint Charles st,"Washer Included, Full Size, Refrigerator",Yes,2.67,3.83,,,,,,,,,,4 Full  & 1Half Bath(s),,4 Bedroom(s),11x18,"2,800260(m_)  /Appraisal District",,Houston,No,,,Central Electric,granite,Harris County,77003,15x22,11x18,Yes,Yes,Ceiling Fans,"Patio/Deck, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board",,,,,Wood,,Slab,,15x22,,,2 / Attached,,Central Gas,,,,,Alarm System - Owned,493R,11x18,"Lot 20,Blk 1, Lamar Live Oak Crest",Exclusive Right to Sell/Lease,525000,For Sale,,,On Street,,22522641 (HAR),Grounds,$ 1320 / ANNUALLY,East End Revitalized,,,Double Sinks,,"$181,370",$0.00,"5,000",,"1,551",1940,Yes,,,,$98 - $436 K,,Yes/$200/transfer fee,Gas Oven,http://www.har.com/1023-saint-charles-st/sale_22522641,,,,,0,No,,Townhouse / Condo,,Gas Cooktop,Composition,Kitchen/Dining Combo,34,TX,,4,,French,Lamar Live Oak Crest View subdivision price trend,SSBB,2.5,"$11,871/2016",,,,,,,,,,,,,,,,,,Other Water/Sewer,2014   / Appraisal District,77003,5933372ee2bac83b34e53118,,,
,19x13,,13x10,,18x12,,,,307 E 4th St,,No,3.57,3,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,678249(m_)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Slab Granite,Harris County,77007,,15x10,Yes,Yes,"Insulated/Low-E windows, Digital Program Thermostat, North/South Exposure","Partially Fenced, Patio/Deck, Back Green Space","Brick & Wood, Cement Board",,,"Cash Sale, Conventional, FHA, Other, VA",1 / Gaslog Fireplace,Carpet,,Slab,,,,Additional Parking,2 / Attached,No,"Central Gas, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",493E,12x12,LT 6 BLK 1 FALLON COURT,Exclusive Right to Sell/Lease,525000,For Sale,22x20,,Corner,"2,183 Sqft.203(m_)  /Appraisal District",82343480 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$460,439",$0.00,"2,183",,"2,678",2004,Yes,,,,$430 - $592 K,,No/$0,Gas Oven,http://www.har.com/307-e-4th-st/sale_82343480,,,,,0.0278,No,,Single Family,,Gas Range,Composition,"Formal Dining, Living Area - 2nd Floor",7,TX,,3,,Traditional,Heights View subdivision price trend,FALLON COURT,2.52856,"$11,631/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2004   / Appraisal District,77007,5933372ee2bac83b34e53119,,,
,18X16,,12X12,,17X12,,,,512 Asbury St,,No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,370220(m_)  /Appraisal District",,Houston,No,,,Central Electric,,Harris County,77007,,,Yes,Yes,Ceiling Fans,"Fully Fenced, Patio/Deck",Stucco,,,"Cash Sale, Conventional, FHA, VA",2 / Gaslog Fireplace,"Laminate, Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Refrigerator Included",492L,,LT 6 BLK 37 RICE MILITARY,Exclusive Right to Sell/Lease,525000,For Sale,15X21,,Other,"2,500 Sqft.232(m_)  /Appraisal District",43649611 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,http://www.har.com/512-asbury-st/sale_43649611,,,,,0.0446,Yes,In Ground,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo,",341,TX,,3,,Other Style,RICE MILITARY View subdivision price trend,RICE MILITARY,2.52922,"$9,836/2012",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2003   / Appraisal District,77007,5933372ee2bac83b34e5311a,,,
,17x14,,14x11,,13x12,,,,3802 Olde Bourbon Ln,,No,2.31,3.26,"$2,029",$1.37,"$574,877",,$232.10,,"2,543",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,799260(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Quartz,Harris County,,,14x12,Yes,Yes,"Attic Fan, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER","Sprinkler System, Back Yard, Back Green Space, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional, Investor, VA",,"Tile, Wood, Carpet",,Slab on Builders Pier,North,,,,2 / Attached,No,Zoned,40,222,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",452Q,16x12,LT 8 BLK 1 BOURBON COURT,Exclusive Right to Sell/Lease,525000,For Sale,20x17,,Subdivision Lot,"1,800 Sqft.167(m_)  /Appraisal District",50369691 (HAR),,No/$0,Oak Forest East Area,Oak Forest East Area,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,"Electric Oven, Freestanding Oven",http://www.har.com/3802-olde-bourbon-ln/sale_50369691,,,,,0,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Kitchen/Dining Combo, Study/Library,",,TX,,3,12x10,Traditional,Bourbon Court,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,11x6,,,"Public Sewer, Public Water",2015   / Appraisal District,77018,5933372ee2bac83b34e5311b,,,
,17x17,,16x14,,,,,,4218 Gibson St  C,"Electric Dryer Connection, Washer Included, Dryer Included, Full Size, Refrigerator, Washer Connections",No,2.45,3.1,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"3,192297(m_)  /Appraisal District",,Houston,No,,,Central Electric,Granite,Harris County,77007,,25x11,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Tankless/On-Demand H2O Heater","Partially Fenced, Patio/Deck, Rooftop Deck, Rooftop Deck",Stucco,,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,West,,,,2 / Attached,,Central Gas,,,,,"Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Tile",492M,17x9,LT 3 BLK 1 GIBSON GROVE,Exclusive Right to Sell/Lease,525000,For Sale,25x21,,,"1,861 Sqft.173(m_)  /Appraisal District",90184993 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$163,569",$0.00,"33,345",,"1,280",1965,Yes,,,,$30 - $670 K,,No/$0,"Double Oven, Electric Oven",http://www.har.com/4218-gibson-st--c/sale_90184993,Auto Garage Door Opener,,,,0.1235,No,,Townhouse / Condo,,"Freestanding Range, Gas Range",Composition,"1 Living Area, Kitchen/Dining Combo, Living Area - 2nd Floor,",21,TX,,4,,Contemporary/Modern,Gibson Grove View subdivision price trend,MARTIN ( HOUSTON ),2.53516,"$15,751/2015",C,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2008   / Appraisal District,77007,5933372ee2bac83b34e5311c,,,
,13x18,,11x16,,14x13,,,,718 Birdsall St #C,,No,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,598241(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,77007,,9x15,Yes,Yes,"Attic Vents, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, HVAC>13 SEER","Partially Fenced, Patio/Deck","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Wood, Marble Floors",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492L,19x15,LT 3 BLK 1 BIRDROSEANA,Exclusive Right to Sell/Lease,529000,For Sale,18x20,,Corner,"1,691 Sqft.157(m_)  /Appraisal District",27180740 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$445,000",,"2,500",$197.44,"2,400",1999,Yes,,,,$278 - $725 K,,No/$0,Gas Oven,http://www.har.com/718-birdsall-st-c/sale_27180740,,,,,0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Kitchen/Dining Combo",341,TX,,3,,Contemporary/Modern,Rice Military View subdivision price trend,RICE MILITARY,2.53516,"$14,640/2015",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2009   / Appraisal District,77007,5933372ee2bac83b34e5311d,,,
,16x14,,12x12,,11x11,,,Driveway Gate,2209 Singleton St,,No,2.05,2.79,,,,,,,,,,2 Full  Bath(s),,3 - 4 Bedroom(s),,"2,430226(m_)  /Appraisal District",Attached & Detached,Houston,,"Electric Dryer Connections, Washer Connections",,Central Electric,Grranite,Harris County,77008,,15x13,,Yes,"Ceiling Fans, Digital Program Thermostat","Back Yard, Screened Porch, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,"Cash Sale, Conventional, FHA, VA",1 / Gaslog Fireplace,"Tile, Wood, Carpet",,Pier & Beam,East,25x19,,Driveway Gate,1 / Detached,No,Central Gas,,,,,"Breakfast Bar, High Ceiling, Fire/Smoke Alarm, Wet Bar",453S,13x12,LT 21 BLK 3 GOSTICK,Exclusive Right to Sell/Lease,529000,For Sale,15x13,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",90577451 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$362,620",,"5,000",$261.53,"1,260",1930,Yes,,,,$264 - $804 K,,No/$0,Convection Oven,http://www.har.com/2209-singleton-st/sale_90577451,,,,,0.038,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Gameroom Down, Living/Dining Combo,",79,TX,,2,,Traditional,Houston Heights View subdivision price trend,GOSTICK,2.52856,"$15,051/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2002   / Appraisal District,77008,5933372ee2bac83b34e5311e,,,
,10X12,,10X12,,10X12,10X12,,Driveway Gate,2113 Decatur St,,No,1.81,2.65,,,,,,,,,,4 Full  Bath(s),,4 Bedroom(s),,"2,648246(m_)  /Appraisal District",Attached Carport,Houston,,"Electric Dryer Connections, Washer Connections",,Central Electric,formica,Harris County,77007,,,No,No,Ceiling Fans,"Back Yard, Detached Gar. Apt./Quarters","Stone & Wood, Stucco",,,"Cash Sale, Investor, Other",,"Wood, Carpet",,"Block & Beam, Pier & Beam",North,,Yes,Driveway Gate,2 / Detached,No,Central Electric,,,,,,,,LT 10 BLK 406,Exclusive Agency to Sell/Lease,529600,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",91135749 (HAR),,No/$0,Washington East/Sabine,,,Master Bath + Separate Shower,,"$305,864",$0.00,"5,000",,"1,326",1900,No,,,,$191 - $538 K,,No/$0,Freestanding Oven,http://www.har.com/2113-decatur-st/sale_91135749,,,,,0.1389,No,,Single Family,,Freestanding Range,Composition,1 Living Area,145,TX,,2,,Colonial,Baker W R NSBB View subdivision price trend,BAKER W R NSBB,,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",1928   / Appraisal District,77007,5933372ee2bac83b34e5311f,,,
,13x19,,12x14,,12x12,,,,4509 Floyd St,,,2.55,2.8,"$2,668",$1.49,"$522,233",,$215.75,,"2,412",,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,400223(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections",,"Central Electric, Zoned",Granite,Harris County,,,,Yes,Yes,"Attic Fan, Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Blown Fiberglass","Patio/Deck, Back Yard Fenced","Brick & Wood, Cement Board",,,"Cash Sale, Conventional, VA",,"Tile, Wood",,Slab,North,,,,2 / Attached,No,"Central Gas, Zoned",207,427,,,"Dryer Included, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm, Washer Included",492M,,LT 1 BLK 1 BERCONS FLOYD STREET VILLAS,Exclusive Right to Sell/Lease,529900,For Sale,17x20,,"Subdivision Lot, Patio Lot","2,500 Sqft.232(m_)  /Appraisal District",57316019 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,,http://www.har.com/4509-floyd-st/sale_57316019,,,,,0,No,,Single Family,,Gas Range,Composition,1 Living Area,,TX,,2,,Contemporary/Modern,Rice Military,,2.52856,"$12,264/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2012   / Appraisal District,77007,5933372ee2bac83b34e53120,,,
,20X16,,13X13,,14X11,,,,1409 Hickory,"Electric Dryer Connection, Washer Connections",No,1.81,2.72,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,538236(m_)  /Builder",,Houston,No,,,Central Electric,Granite,Harris County,77007,,13x12,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Tankless/On-Demand H2O Heater","Balcony, Rooftop Deck, Rooftop Deck","Cement Board, Stucco",,,Conventional,,"Stone, Wood",,Slab on Builders Pier,East,,,,2 / Attached,,Central Gas,,,,,"Central Vacuum, High Ceiling, Island Kitchen, Fire/Smoke Alarm",493F,15x13,LT 3 BLK 1 Views on Hickory,Exclusive Right to Sell/Lease,529900,For Sale,20X18,,,"1,450 Sqft.135(m_)  /Survey",65459434 (HAR),,No/$0/Monthly,Washington East/Sabine,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$217,730",,"5,000",$183.97,"1,268",1930,Yes,,,,$127 - $383 K,,No/$0,Electric Oven,http://www.har.com/1409-hickory/sale_65459434,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,,248,TX,,4,,Contemporary/Modern,Views on Hickory View subdivision price trend,BAKER NSBB,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77007,5933372ee2bac83b34e53121,,,
,14x13,,11x13,,13x10,,,,1038 Candlelight Ln,,,2.56,3.56,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),10x12,"2,347218(m_)  /Appraisal District",,Houston,,Washer Connections,,Central Electric,,Harris County,77018,,11x12,,,,,Brick Veneer,,,"Cash Sale, Conventional, FHA","1 / Gas Connections, Gaslog Fireplace",Wood,,Slab,,,,,3 / Detached,No,Central Gas,,,,,,452G,,LT 690 BLK 19 SHEPHERD PARK PLAZA SEC 4,Exclusive Right to Sell/Lease,529900,For Sale,19x22,,Subdivision Lot,"8,750 Sqft.813(m_)  /Appraisal District",15171875 (HAR),,No/$0,Shepherd Park Plaza Area,,,,,"$385,917",,"8,750",$208.78,"2,336",1965,,,,,$299 - $507 K,,No/$0,,http://www.har.com/1038-candlelight-ln/sale_15171875,,,,,0,No,,Single Family,,Gas Range,Composition,,728,TX,,1,,Traditional,Shepherd Park Plaza Sec 04 View subdivision price trend,SHEPHERD PARK PLAZA,2.52856,"$8,496/2016",,,,,,,,,,,,,,,,,,Public Sewer,1960   / Appraisal District,77018,5933372ee2bac83b34e53122,,,
,14x13,,14x11,,14x11,,,Automatic Driveway Gate,5408 Lacy,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,2.55,2.8,"$2,668",$1.49,"$522,233",,$215.75,,"2,412",,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,208205(m_)  /Builder",,Houston,No,,,Central Electric,Quartz,Harris County,,,13x10,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Sprinkler System, Balcony, Fenced, Storage, Back Yard, Controlled Access",Brick & Wood,,,"Cash Sale, Conventional, FHA, Investor",,"Tile, Wood, Carpet",,Slab on Builders Pier,,,,,2 / Attached,,Central Gas,207,427,,,"High Ceiling, Prewired for Alarm System, Fire/Smoke Alarm",492L,19x10,LT 14 BLK 1 WINOGRAD ESTATES RP NO 3 & EXTN,Exclusive Right to Sell/Lease,529900,For Sale,20x18,,On Corner,"1,435 Sqft.133(m_)  /Appraisal District",43874672 (HAR),,No/$0,Rice Military/Washington Corridor,Rice Military/Washington Corridor,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,No/$0,Gas Oven,http://www.har.com/5408-lacy/sale_43874672,"Additional Parking, Auto Garage Door Opener, Unassigned Parking",,,,0.0185,No,,Townhouse / Condo,,Gas Range,Composition,"Kitchen/Dining Combo, Living Area - 2nd Floor",,TX,,3,,Contemporary/Modern,Winograd Estates Rep 3,,,"$11,842/2016",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2016   / Builder,77007,5933372ee2bac83b34e53123,,,
,14x13,,12x14,,,,,Automatic Gate,429 Oxford St,,,2.56,3.1,,,,,,,,,,2 Full  Bath(s),,2 - 3 Bedroom(s),,"1,370127(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Tile,Harris County,77008,,12x11,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat",Fully Fenced,Brick & Wood,9x15,,"Cash Sale, Conventional","1 / Mock Fireplace, Wood Burning Fireplace","Tile, Wood",,Pier & Beam,East,,,,,No,Central Gas,,,,,,493E,8x12,LT 5 BLK 305 HOUSTON HEIGHTS,Exclusive Right to Sell/Lease,529900,For Sale,13x14,,Subdivision Lot,"6,600 Sqft.613(m_)  /Appraisal District",97031233 (HAR),,No/$0,Heights/Greater Heights,,,,,"$488,398",,"6,600",$259.55,"1,908",1935,No,,,,$284 - $900 K,,No/$0,"Freestanding Oven, Gas Oven",http://www.har.com/429-oxford-st/sale_97031233,,,,,0.0536,No,,Single Family,,"Freestanding Range, Gas Range",Composition,"Formal Dining, Formal Living","3,887",TX,,1,,Traditional,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,2.53516,"$10,207/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1924   / Appraisal District,77007,5933372ee2bac83b34e53124,,,
,18X13,,11X10,,12X10,,,,1211 Crockett Street,"Electric Dryer Connection, Gas Dryer Connections, Washer Connections",No,2.44,2.7,"$2,106",$1.54,"$442,794",,$207.14,,"2,225",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"3,002279(m_)  /Builder",,Houston,No,,,"Central Electric, Zoned",Stone,Harris County,,,14X14,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Balcony, Back Yard, Back Green Space","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,31X18,,,2 / Attached,,"Central Gas, Zoned",48,105,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Elevator Shaft",493G,14X13,LT 7 BLK 2 Goliad Grove Landing,Exclusive Right to Sell/Lease,529990,For Sale,21X18,,Other,,20578864 (HAR),,No/$0,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1211-crockett-street/sale_20578864,,,,,0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 1st Floor,",,TX,,3,,Contemporary/Modern,Sawyer Heights,,,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53125,,,
,18X13,,11X10,,12X10,,,,1213 Crockett Street,,No,2.44,2.7,"$2,106",$1.54,"$442,794",,$207.14,,"2,225",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"3,002279(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Stone,Harris County,,,14X14,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Radiant Attic Barrier, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Back Yard, Back Green Space","Cement Board, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,,31X18,,,2 / Attached,No,"Central Gas, Zoned",48,105,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Elevator Shaft",493G,14X13,LT 6 BLK 2 Goliad Grove Landing,Exclusive Right to Sell/Lease,529990,For Sale,21X18,,Other,,35416275 (HAR),,No/$0,Washington East/Sabine,Washington East/Sabine,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,http://www.har.com/1213-crockett-street/sale_35416275,,,,,0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Gameroom Up, Kitchen/Dining Combo, Living/Dining Combo,",,TX,,3,,Contemporary/Modern,Sawyer Heights,,,,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77007,5933372ee2bac83b34e53126,,,
