,Start_Dt,End_Dt,count,Start_Price,End_Price,Price_Change,Price_Change_Pct,Time_Change,Page_Link,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
930,2017-07-27,2017-07-27,1,498700,498700,0,0.0,0.0,http://www.har.com/417-w-8th-street/sale_31474104,,20x15,,12x11,,12x11,,,,417 W 8th Street,,,2.56,3.1,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"2,042190(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,GRANITE,Harris County,77008.0,26x12,12x12,Yes,Yes,"Attic Vents, Ceiling Fans","Patio/Deck, Sprinkler System, Back Yard, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Fire/Smoke Alarm",492D,14x12,W 39 FT OF E 78 FT LTS 19 & 20 BLK 243 HOUSTON HEIGHTS AMEND,Exclusive Right to Sell/Lease,525000.0,For Sale,,,Subdivision Lot,"3,042 Sqft.283(m_)  /Appraisal District",31474104 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$488,398",,"6,600",$259.55,"1,908",1935.0,Yes,,,,$284 - $900 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Den, Formal Dining","3,887",TX,,2,,Contemporary/Modern,HOUSTON HEIGHTS View subdivision price trend,HOUSTON HEIGHTS,2.5285599999999997,"$11,804/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",2007   / Appraisal District,77007.0,59374c14e2bac823b8f906ab,,,
931,2017-07-15,2017-07-15,1,425000,425000,0,0.0,0.0,http://www.har.com/419-t-c-jester-boulevard/sale_49948322,,17x14,,13x12,,13x12,,,,419 T C Jester Boulevard,,Yes,2.65,2.96,"$2,740",$1.20,"$404,589",,$184.20,,"2,267",,,3 Full  Bath(s),,3 Bedroom(s),,"1,623151(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,14x9,Yes,Yes,"Attic Vents, Geothermal System, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER","Fully Fenced, Patio/Deck, Controlled Subdivision Access, Sprinkler System",Stucco,,,,,"Tile, Wood",,Slab,South,,,,2 / Attached,Yes,Central Gas,42.0,133.0,,,"High Ceiling, Island Kitchen",492F,14x9,Lot 30 Block 1,Exclusive Agency to Sell/Lease,425000.0,For Sale,17x11,,Patio Lot,"1,725 Sqft.160(m_)  /Survey",49948322 (HAR),,$ 2350 / ANNUALLY,Cottage Grove,Cottage Grove,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,Yes/$930,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Kitchen/Dining Combo, Living/Dining Combo",,TX,,3,,Contemporary/Modern,Larkin at Cottage Grove,,2.57,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Builder,77007.0,59641cb7e2bac835c873f4c3,,,
932,2017-07-17,2017-07-17,1,410000,410000,0,0.0,0.0,http://www.har.com/4202-gibson-st/sale_29254857,,12x11,,14x11,,,,,,4202 Gibson St,,No,2.45,3.1,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,202112(m_)  /Appraisal District",Attached Carport,Houston,No,,,No Cooling/Vent,,Harris County,77007.0,19x11,,No,No,,,Wood,,,Cash Sale,,,,Slab,South,,,Additional Parking,,No,No Heating,,,,,,492M,11x10,LT 10 BLK 1 MARTIN,Exclusive Right to Sell/Lease,410000.0,For Sale,19x13,,Corner,"5,335 Sqft.496(m_)  /Appraisal District",29254857 (HAR),,No/$0,Rice Military/Washington Corridor,,,,,"$163,569",$0.00,"33,345",,"1,280",1965.0,No,,,,$30 - $670 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,21,TX,,1,,Ranch,Martin View subdivision price trend,MARTIN ( HOUSTON ),2.53516,"$8,407/2015",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1950   / Appraisal District,77007.0,5933372ee2bac83b34e52f1d,,,
933,2017-06-06,2017-06-06,1,320000,320000,0,0.0,0.0,http://www.har.com/4202-hain-st/sale_46538480,,12X8,,12X7,,7X7,,,,4202 Hain St,,,1.51,2.78,,,,,,,,,,2 Full  Bath(s),,3 - 5 Bedroom(s),,66061(m_)  /Appraisal District,Attached & Detached,Houston,No,,,No Cooling/Vent,,Harris County,77009.0,,7X7,No,No,,"Fully Fenced, Back Yard Fenced",Wood,,,"Cash Sale, Conventional",,,,Block & Beam,,,,Workshop,,No,Heat Pump,,,,,,453Y,8X7,LT 11 BLK 55 IRVINGTON,Exclusive Right to Sell/Lease,320000.0,For Sale,16X11,,Corner,"11,000 Sqft.1,022(m_)  /Appraisal District",46538480 (HAR),,No/$0,Northside,,,No Master,,"$120,702",,"5,500",$137.01,"1,205",1946.0,No,,,,$82 - $173 K,,No/$0,,,,,,0.0857,No,,Single Family,,,Tile,1 Living Area,665,TX,,1,,Traditional,Irvington View subdivision price trend,IRVINGTON,2.53516,"$1,452/2015",,,,,,,,,,,,,,,,,,"No Water, No Sewer",1935   / Appraisal District,77009.0,5933372ee2bac83b34e52d1f,,,
934,2017-08-05,2017-08-05,1,249900,249900,0,0.0,0.0,http://www.har.com/4205-bering-st/sale_56010145,,11x12,,10x11,,10x11,,,,4205 Bering St,,,1.62,2.85,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,701158(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,,Harris County,77003.0,,12x12,Yes,Yes,,,Vinyl,,,,,"Tile, Wood, Carpet",,Pier & Beam,,,,,,No,Central Gas,,,,,,494P,11x14,LT 6 BLK 4 ELECTRIC PARK,Exclusive Agency to Sell/Lease,259900.0,For Sale,,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",56010145 (HAR),,No/$0,East End Revitalized,,,,,"$106,640",$0.00,"5,000",,"1,128",1938.0,Yes,,,,$78 - $154 K,,No/$0,Freestanding Oven,,,,,0.0371,No,,Single Family,,Freestanding Range,Composition,,26,TX,,1,,Traditional,Electric Park View subdivision price trend,ELECTRIC PARK,2.6851599999999998,"$2,752/2016",,,,,,,,,,,,,,,10x5,,,"Public Sewer, Public Water",1938   / Appraisal District,77003.0,5933372ee2bac83b34e52c71,,,
935,2017-07-20,2017-07-20,1,330000,330000,0,0.0,0.0,http://www.har.com/4205-terry/sale_23718444,,12x15,,11x12,,11x12,12x14,,,4205 Terry,,,1.52,2.97,,,,,,,,,,3 Full  Bath(s),,4 Bedroom(s),,"2,367220(m_)  /Appraisal District",,Houston,,,,Central Electric,Granite,Harris County,77009.0,,15x12,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star Appliances","Covered Patio/Deck, Back Yard Fenced",Brick & Wood,,,"Cash Sale, Conventional, FHA, Investor, VA",,"Tile, Carpet",,Slab,,20x16,,,2 / Attached,No,Central Electric,,,,,"Breakfast Bar, High Ceiling, Drapes/Curtains/Window Cover",,14x17,LT 9 BLK 92 RYON,Exclusive Right to Sell/Lease,330000.0,For Sale,17x11,,Cleared,"5,000 Sqft.465(m_)  /Appraisal District",23718444 (HAR),,No/$0,Northside,,,"Two Master Baths, Master Bath + Separate Shower, Master With Tub",,"$81,588",,"5,000",$97.66,"1,076",1945.0,Yes,,,,$52 - $142 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,Gameroom Up,"1,294",TX,,2,,Traditional,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009.0,5933372ee2bac83b34e52d4e,,,
936,2017-07-14,2017-07-14,1,349999,349999,0,0.0,0.0,http://www.har.com/4205-terry/sale_32585448,,12x15,,11x12,,11x12,12x13,,,4205 Terry,,,1.52,2.97,,,,,,,,,,3 Full  Bath(s),,4 Bedroom(s),,"2,367220(m_)  /Builder",,Houston,,,,Central Gas,,Houston County,77009.0,,15x12,,,,,Brick Veneer,,,,,,,Slab,,,,Single-Wide Driveway,2 / Attached,No,Central Gas,,,,,,Near,14x17,Lot 9 Block 92,Exclusive Agency to Sell/Lease,349999.0,For Sale,17x11,,Other,,32585448 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945.0,,,,,$52 - $142 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,"1,294",TX,,1,,Traditional,Ryon View subdivision price trend,RYON,,,,,,,,,,,,,,,,,,,,Public Sewer,2016   / Seller,77009.0,5933372ee2bac83b34e52d94,,,
937,2017-07-11,2017-07-11,1,299000,299000,0,0.0,0.0,http://www.har.com/4206-hain-st/sale_25850405,,,1.0,,1.0,,,,Driveway Gate,4206 Hain St,,,1.51,2.78,,,,,,,,,,,,,,80074(m_)  /Appraisal District,,Houston,,,,"Central Electric, No Cooling/Vent",,Harris County,77009.0,,,,,,,Wood,,,Cash Sale,,Tile,,,,,,,,,Propane,,,,,,453Y,,LT 10 BLK 55 IRVINGTON,Exclusive Right to Sell/Lease,320000.0,For Sale,,,Cleared,"11,000 Sqft.1,022(m_)  /Appraisal District",25850405 (HAR),,No,Northside,,,,,"$120,702",,"5,500",$137.01,"1,205",1946.0,,,,,$82 - $173 K,,No/$0,,Driveway Gate,,More than Two,,0.0,,,Multi-Family,,,Composition,,665,TX,,1,,,Irvington View subdivision price trend,IRVINGTON,2.5285599999999997,"$2,984/2016",,,,,,,,,,,,,,,,,,,1945   / Appraisal District,77009.0,59374c14e2bac823b8f90698,,,
938,2017-07-06,2017-07-06,1,298000,298000,0,0.0,0.0,http://www.har.com/4207-e-hardy-street/sale_59983461,,11X11,,11X12,,12X16,,,,4207 E Hardy Street,Electric Dryer Connection,No,1.52,2.97,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,745162(m_)  /Builder",,Houston,,,,Central Electric,Quartz,Harris County,77009.0,13X20,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances","Fenced, Back Yard, Back Green Space","Stone & Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Electric,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",,13X20,1,Exclusive Right to Sell/Lse w/ Named Prospect,298000.0,For Sale,,,Cleared,"2,500 Sqft.232(m_)  /Appraisal District",59983461 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945.0,Yes,,,,$52 - $142 K,,No/$0,Electric Oven,,Auto Garage Door Opener,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,,"1,294",TX,,2,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Seller,77009.0,59559cbee2bac82054825dfa,,,
939,2017-08-02,2017-08-02,1,145900,145900,0,0.0,0.0,http://www.har.com/4207-hershe-st/sale_30517049,,12x11,,11x11,,11x11,,,,4207 Hershe St,,,1.32,2.53,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"1,086101(m_)  /Appraisal District",,Houston,,"Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77020.0,,12x12,,,,,Wood,,,"Cash Sale, Conventional, FHA, VA",,"Laminate, Tile, Wood",,Pier & Beam,,,,Single-Wide Driveway,1 / Detached,No,Central Gas,,,,,,494F,,LT 19 BLK 2 BURKE SEC 2,Exclusive Right to Sell/Lease,145900.0,For Sale,13x11,,Cleared,"5,000 Sqft.465(m_)  /Appraisal District",30517049 (HAR),,No/$0,Denver Harbor,,,Master Bath Shower Only,,"$35,500",$0.00,"5,000",,"1,054",1940.0,,,,,$27 - $69 K,,No/$0,,,,,,0.0,No,,Single Family,,Freestanding Range,Composition,Living/Dining Combo,101,TX,,1,,Traditional,Burke Sec 02 View subdivision price trend,BURKE,2.5285599999999997,$898/2016,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",1940   / Appraisal District,77020.0,596179fee2bac82ee8d8246a,,,
940,2017-07-16,2017-07-16,1,298000,298000,0,0.0,0.0,http://www.har.com/4209-elysian/sale_74491468,,11X11,,11X12,,12X16,,,,4209 Elysian,Electric Dryer Connection,No,1.52,2.97,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,745162(m_)  /Builder",Attached Carport,Houston,,,,Central Electric,Quartz,Harris County,77009.0,,,Yes,Yes,"Attic Fan, Attic Vents, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, Energy Star/Reflective Roof","Fenced, Back Yard, Back Green Space","Brick & Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Electric,,,,,"Alarm System - Owned, High Ceiling, Prewired for Alarm System, Tile",,13X20,1,Exclusive Right to Sell/Lease,298000.0,For Sale,13X20,,,"2,500 Sqft.232(m_)  /Survey",74491468 (HAR),,No/$0,Northside,,,"Master Bath + Separate Shower, Master With Tub",,"$81,588",,"5,000",$97.66,"1,076",1945.0,Yes,,,,$52 - $142 K,,No/$0,Electric Oven,,Auto Garage Door Opener,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,,"1,294",TX,,2,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2017   / Builder,77009.0,5966c038e2bac82324281c4d,,,
941,2017-08-24,2017-08-24,1,360000,360000,0,0.0,0.0,http://www.har.com/4209-marina-st--b/sale_43432348,,18x11,,13x9,,14x10,,,,4209 Marina St # B,,No,3.81,3.0,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),9x6,"2,210205(m_)  /Appraisal District",,Houston,No,Gas Dryer Connections,,Central Electric,,Harris County,77007.0,,,Yes,Yes,,,Synthetic Stucco,,,,,Wood,,Slab,North,,,,2 / Attached,No,Central Electric,,,,,,492H,10x12,LT 4 BLK 1 WALDRON DEVELOPMENT SEC 5,Exclusive Right to Sell/Lease,374999.0,For Sale,22x18,,Corner,"1,600 Sqft.149(m_)  /Appraisal District",43432348 (HAR),,No/$0,Rice Military/Washington Corridor,,,,,"$327,131",$0.00,"1,718",,"2,075",2006.0,Yes,,,,$283 - $364 K,,No/$0,Gas Oven,,,,,0.0625,No,,Single Family,,"Gas Range, Gas Cooktop",Composition,,32,TX,,3,,Traditional,Waldron Dev View subdivision price trend,WALDRON DEV,2.53516,"$7,187/2015",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2006   / Appraisal District,77007.0,5933372ee2bac83b34e52e21,,,
942,2017-07-01,2017-07-01,1,399900,399900,0,0.0,0.0,http://www.har.com/421-harvard--d/sale_66917674,,21X13,,15X13,,12X11,,,,421 Harvard  D,Refrigerator,No,2.56,3.1,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"2,067192(m_)  /Appraisal",,Houston,No,,,Central Electric,GRANITE,Harris County,77008.0,,13X12,Yes,Yes,,,Brick Veneer,,,"Cash Sale, Conventional",1 / Gaslog Fireplace,,,Slab,,,,,2 / Attached,,Central Gas,,,,,,493A,13X13,LOT 6A BLOCK 301,Exclusive Right to Sell/Lease,399900.0,For Sale,18X13,,On Corner,,66917674 (HAR),Exterior Building,$ 50 / MONTHLY,Heights/Greater Heights,,,Master Bath + Separate Shower,,"$488,398",,"6,600",$259.55,"1,908",1935.0,Yes,,,,$284 - $900 K,,Yes/$200/TRANSFER FEE,Gas Oven,,,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,1 Living Area,"3,887",TX,,3,,Traditional,HOUSTON HEIGHTS View subdivision price trend,HOUSTON HEIGHTS,2.5286,"$8,680/2016",D,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1997   / Appraisal District,77007.0,59544b12e2bac821e4f84fea,,,
943,2017-07-02,2017-07-02,1,479000,479000,0,0.0,0.0,http://www.har.com/4210--a-eli-st/sale_31343844,,20X15,,13X13,,13X12,,,,4210 # A Eli St,,,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,374221(m_)  /Builder",,Houston,No,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,77007.0,,13X8,Yes,Yes,,"Patio/Deck, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,"Cash Sale, Conventional, Investor, VA",,"Tile, Wood, Carpet",,Slab on Builders Pier,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Electric, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,20X13,LT 1  BLK 1 ELI T/H,Exclusive Right to Sell/Lease,479000.0,For Sale,20X20,,Cleared,"1,850 Sqft.172(m_)  /Appraisal District",31343844 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999.0,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living Area - 2nd Floor",341,TX,,4,,Contemporary/Modern,Upper West End View subdivision price trend,RICE MILITARY,2.5285599999999997,"$8,095/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77007.0,5933372ee2bac83b34e53079,,,
944,2017-07-02,2017-07-02,1,479000,479000,0,0.0,0.0,http://www.har.com/4210--b-eli-st/sale_53007884,,14x13,,12x14,,17x15,,,,4210 # B Eli St,,,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,386222(m_)  /Builder",,Houston,No,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,77007.0,,14x13,Yes,Yes,,"Patio/Deck, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,"Cash Sale, Conventional, Investor, VA",,"Tile, Wood, Carpet",,Slab on Builders Pier,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Electric, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,16x11,LT 2 BLK 1 ELI T/H,Exclusive Right to Sell/Lease,479000.0,For Sale,18x16,,Cleared,"1,850 Sqft.172(m_)  /Appraisal District",53007884 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999.0,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living Area - 2nd Floor",341,TX,,4,,Contemporary/Modern,Upper West End View subdivision price trend,RICE MILITARY,2.5285599999999997,"$8,095/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77007.0,5933372ee2bac83b34e5307a,,,
945,2017-07-02,2017-07-02,1,479000,479000,0,0.0,0.0,http://www.har.com/4210-eli-st/sale_76876758,,14x13,,12x14,,17x15,,,,4210 Eli St,,,3.27,2.93,,,,,,,,,,3 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,386222(m_)  /Builder",,Houston,No,"Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,77007.0,,14x13,Yes,Yes,,"Patio/Deck, Porch, Covered Patio/Deck, Rooftop Deck, Rooftop Deck","Brick Veneer, Cement Board, Stucco",,,"Cash Sale, Conventional, Investor, VA",,"Tile, Wood, Carpet",,Slab on Builders Pier,East,,,Auto Garage Door Opener,2 / Attached,No,"Central Electric, Zoned",,,,,"Alarm System - Owned, High Ceiling, Island Kitchen, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm",,16x11,LT 3 BLK 1 ELI T/H,Exclusive Right to Sell/Lease,479000.0,For Sale,18x16,,Cleared,"1,850 Sqft.172(m_)  /Appraisal District",76876758 (HAR),,No/$0,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,"$445,000",,"2,500",$197.44,"2,400",1999.0,Yes,,,,$278 - $725 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Kitchen/Dining Combo, Living Area - 2nd Floor",341,TX,,4,,Contemporary/Modern,Upper West End View subdivision price trend,RICE MILITARY,2.5285599999999997,"$8,095/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Appraisal District,77007.0,5933372ee2bac83b34e5307b,,,
946,2017-07-06,2017-07-06,1,298000,298000,0,0.0,0.0,http://www.har.com/4211-hardy-street/sale_30320144,,11X11,,11X12,,12X16,,,,4211 Hardy Street,Electric Dryer Connection,No,1.52,2.97,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"1,745162(m_)  /Builder",,Houston,,,,Central Electric,Quartz,Harris County,77009.0,13X20,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances","Fenced, Back Yard, Back Green Space","Stone & Wood, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,East,,,,2 / Attached,,Central Electric,,,,,"2 Staircases, Alarm System - Owned, High Ceiling, Fire/Smoke Alarm",,13X20,1,Exclusive Right to Sell/Lse w/ Named Prospect,298000.0,For Sale,,,Cleared,"2,500 Sqft.232(m_)  /Appraisal District",30320144 (HAR),,No/$0,Northside,,,,,"$81,588",,"5,000",$97.66,"1,076",1945.0,Yes,,,,$52 - $142 K,,No/$0,Electric Oven,Auto Garage Door Opener,,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,,"1,294",TX,,3,,Contemporary/Modern,Ryon View subdivision price trend,RYON,2.53,,,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2017   / Seller,77009.0,59486d7ce2bac8109c2266fc,,,
947,2017-07-28,2017-07-28,1,185000,185000,0,0.0,0.0,http://www.har.com/4212-siegel-st/sale_37643288,,14x12,,10x10,,10x10,8x8,,,4212 Siegel St,,,1.51,2.78,,,,,,,,,,1 Full  Bath(s),,4 Bedroom(s),,"1,452135(m_)  /Appraisal District",Detached Carport,Houston,No,,,"Central Electric, Window Units",Tile,Harris County,77009.0,,10x10,No,No,Ceiling Fans,,Wood,,,"Cash Sale, Conventional",,"Laminate, Carpet",,Pier & Beam,West,,,Driveway Gate,,No,Central Gas,,,,,,453Y,14x10,LT 9 BLK 53 IRVINGTON,Exclusive Right to Sell/Lease,199000.0,For Sale,12x10,,Subdivision Lot,"5,500 Sqft.511(m_)  /Appraisal District",37643288 (HAR),,No/$0,Northside,,,,,"$120,702",,"5,500",$137.01,"1,205",1946.0,No,,,,$82 - $173 K,,No/$0,Gas Oven,,,,,0.0744,No,,Single Family,,"Freestanding Range, Gas Range",Composition,,665,TX,,1,,Traditional,Irvington View subdivision price trend,IRVINGTON,2.53516,"$3,478/2016",,,,,,,,,,,,,,Utility Rm in House,8x6,,,"Public Sewer, Public Water",1945   / Appraisal District,77009.0,5933372ee2bac83b34e52c32,,,
948,2017-08-18,2017-08-18,1,365000,365000,0,0.0,0.0,http://www.har.com/4214-glebe-rd/sale_44570148,,12x11,,11x11,,11x11,,,,4214 Glebe Rd,,,1.94,3.0,,,,,,,,,,1 Full  Bath(s),,3 Bedroom(s),,"1,240115(m_)  /Appraisal",,Houston,No,,,Central Electric,Granite,Harris County,77018.0,,9x8,Yes,Yes,,"Back Yard, Back Yard Fenced",Stone,,,"Cash Sale, Conventional, FHA",,Wood,,Slab,West,,,"Auto Garage Door Opener, Single-Wide Driveway",1 / Attached,No,Central Gas,,,,,,451M,15x11,LT 36 BLK 12 OAK FOREST SEC 13,Exclusive Right to Sell/Lease,365000.0,For Sale,14x13,,Subdivision Lot,"8,057 Sqft.748(m_)  /Appraisal District",44570148 (HAR),,No/$0,Oak Forest East Area,,,Tub with Shower,,"$297,378",,"7,428",$198.60,"1,483",1951.0,Yes,,,,$225 - $745 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,,"3,819",TX,,1,,Ranch,Oak Forest Sec 13 View subdivision price trend,OAK FOREST ( EAST ),2.5285599999999997,"$6,104/2016",,,,,,,,,,,,,,Utility Rm in House,11x5,,,"Public Sewer, Public Water",1952   / Appraisal District,77018.0,598ba2d6e2bac803080dc166,,,
