,Distinction,Home,Index_Rating,School,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,_id,distinction_yes,index_1,index_2,index_3,index_4
2780,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/717-e-20th-st/sale_55492464,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1439,0.0,,,1.0,1.0,1.0,1.0,1.0
2781,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1440,0.0,,,1.0,1.0,1.0,1.0,1.0
2782,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1441,0.0,,,1.0,1.0,1.0,1.0,1.0
2783,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1442,0.0,,,1.0,1.0,1.0,1.0,1.0
2784,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/717-e-20th-st/sale_55492464,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1443,0.0,,,1.0,1.0,1.0,1.0,1.0
2785,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/717-e-20th-st/sale_55492464,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1444,0.0,,,1.0,1.0,1.0,1.0,1.0
2786,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/717-e-20th-st/sale_55492464,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1445,0.0,,,1.0,1.0,1.0,1.0,1.0
2787,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1446,0.0,,,1.0,1.0,1.0,1.0,1.0
2788,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1447,0.0,,,1.0,1.0,1.0,1.0,1.0
2789,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/931-19th-st/sale_55066380,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1448,0.0,,,1.0,1.0,1.0,1.0,1.0
2790,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/841-e-25th-st/sale_59040484,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1449,0.0,,,1.0,1.0,1.0,1.0,1.0
2791,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/841-e-25th-st/sale_59040484,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1450,0.0,,,1.0,1.0,1.0,1.0,1.0
2792,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/841-e-25th-st/sale_59040484,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1451,0.0,,,1.0,1.0,1.0,1.0,1.0
2793,[],http://www.har.com/3611-cedar-vista-lane/sale_40199648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Garden Oaks Montessori Elementary . EE - 08 . HOUSTON ISD
                  
                   
                ",1452,0.0,,,,1.0,1.0,1.0,1.0
2794,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/3611-cedar-vista-lane/sale_40199648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1453,0.0,,,1.0,1.0,1.0,1.0,1.0
2795,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/3611-cedar-vista-lane/sale_40199648,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1454,0.0,,,1.0,1.0,1.0,1.0,1.0
2796,[],http://www.har.com/5722-venice-st/sale_48701816,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1455,0.0,,,,1.0,1.0,1.0,1.0
2797,[],http://www.har.com/5722-venice-st/sale_48701816,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1456,0.0,,,,1.0,1.0,1.0,1.0
2798,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5722-venice-st/sale_48701816,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1457,0.0,,,1.0,1.0,1.0,1.0,1.0
2799,"['Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/208-e-25th-st/sale_91369910,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Helms Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1458,0.0,,,1.0,1.0,1.0,1.0,1.0
2800,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/208-e-25th-st/sale_91369910,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1459,0.0,,,1.0,1.0,1.0,1.0,1.0
2801,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/208-e-25th-st/sale_91369910,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1460,0.0,,,1.0,1.0,1.0,1.0,1.0
2802,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/2420-baylor/sale_22052084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1461,0.0,,,1.0,1.0,1.0,1.0,1.0
2803,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2420-baylor/sale_22052084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1462,0.0,,,1.0,1.0,1.0,1.0,1.0
2804,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/2420-baylor/sale_22052084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1463,0.0,,,1.0,1.0,1.0,1.0,1.0
2805,[],http://www.har.com/4311-marina/sale_22163402,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1464,0.0,,,,1.0,1.0,1.0,1.0
2806,[],http://www.har.com/4311-marina/sale_22163402,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1465,0.0,,,,1.0,1.0,1.0,1.0
2807,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4311-marina/sale_22163402,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1466,0.0,,,1.0,1.0,1.0,1.0,1.0
2808,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1037-e-28th-st/sale_66295286,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1467,0.0,,,1.0,1.0,1.0,1.0,1.0
2809,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1037-e-28th-st/sale_66295286,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1468,0.0,,,1.0,1.0,1.0,1.0,1.0
2810,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1037-e-28th-st/sale_66295286,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1469,0.0,,,1.0,1.0,1.0,1.0,1.0
2811,"['Math Distinction', 'Progress Distinction']",http://www.har.com/5105-sherman/sale_24124911,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",1470,0.0,,,1.0,1.0,1.0,1.0,1.0
2812,[],http://www.har.com/5105-sherman/sale_24124911,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1471,0.0,,,,,1.0,1.0,1.0
2813,['Science Distinction'],http://www.har.com/5105-sherman/sale_24124911,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1472,0.0,,,1.0,1.0,1.0,1.0,1.0
2814,[],http://www.har.com/5609-kansas--a/sale_16612084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1473,0.0,,,,1.0,1.0,1.0,1.0
2815,[],http://www.har.com/5609-kansas--a/sale_16612084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1474,0.0,,,,1.0,1.0,1.0,1.0
2816,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/5609-kansas--a/sale_16612084,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1475,0.0,,,1.0,1.0,1.0,1.0,1.0
2817,[],http://www.har.com/805-archer/sale_59448643,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Browning Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1476,0.0,,,,1.0,1.0,1.0,1.0
2818,[],http://www.har.com/805-archer/sale_59448643,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1477,0.0,,,,1.0,1.0,1.0,1.0
2819,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/805-archer/sale_59448643,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1478,0.0,,,1.0,1.0,1.0,1.0,1.0
2820,"['Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/634-w-22nd-st/sale_12716897,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Helms Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1479,0.0,,,1.0,1.0,1.0,1.0,1.0
2821,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/634-w-22nd-st/sale_12716897,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1480,0.0,,,1.0,1.0,1.0,1.0,1.0
2822,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/634-w-22nd-st/sale_12716897,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1481,0.0,,,1.0,1.0,1.0,1.0,1.0
2823,[],http://www.har.com/4218-gibson-st--b/sale_79945576,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1482,0.0,,,,1.0,1.0,1.0,1.0
2824,[],http://www.har.com/4218-gibson-st--b/sale_79945576,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1483,0.0,,,,1.0,1.0,1.0,1.0
2825,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4218-gibson-st--b/sale_79945576,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1484,0.0,,,1.0,1.0,1.0,1.0,1.0
2826,[],http://www.har.com/610-w-allston-st/sale_21046843,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Harvard Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1485,0.0,,,,1.0,1.0,1.0,1.0
2827,[],http://www.har.com/610-w-allston-st/sale_21046843,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1486,0.0,,,,1.0,1.0,1.0,1.0
2828,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/610-w-allston-st/sale_21046843,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1487,0.0,,,1.0,1.0,1.0,1.0,1.0
2829,[],http://www.har.com/922-columbia-st/sale_63174797,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Harvard Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1488,0.0,,,,1.0,1.0,1.0,1.0
2830,[],http://www.har.com/922-columbia-st/sale_63174797,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1489,0.0,,,,1.0,1.0,1.0,1.0
2831,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/922-columbia-st/sale_63174797,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1490,0.0,,,1.0,1.0,1.0,1.0,1.0
2832,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1912-summer-street-b/sale_73102202,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Crockett Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1491,0.0,,,1.0,1.0,1.0,1.0,1.0
2833,[],http://www.har.com/1912-summer-street-b/sale_73102202,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1492,0.0,,,,1.0,1.0,1.0,1.0
2834,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1912-summer-street-b/sale_73102202,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1493,0.0,,,1.0,1.0,1.0,1.0,1.0
2835,[],http://www.har.com/5008-blossom-st/sale_2987674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1494,0.0,,,,1.0,1.0,1.0,1.0
2836,[],http://www.har.com/5008-blossom-st/sale_2987674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1495,0.0,,,,1.0,1.0,1.0,1.0
2837,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5008-blossom-st/sale_2987674,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1496,0.0,,,1.0,1.0,1.0,1.0,1.0
2838,['Science Distinction'],http://www.har.com/2327-carleen-rd/sale_69059128,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1497,0.0,,,1.0,1.0,1.0,1.0,1.0
2839,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2327-carleen-rd/sale_69059128,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1498,0.0,,,1.0,1.0,1.0,1.0,1.0
2840,"['Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/2327-carleen-rd/sale_69059128,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Scarborough High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1499,0.0,,,1.0,1.0,1.0,1.0,1.0
2841,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2427-droxford-dr/sale_46887044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1500,0.0,,,1.0,1.0,1.0,1.0,1.0
2842,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2427-droxford-dr/sale_46887044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1501,0.0,,,1.0,1.0,1.0,1.0,1.0
2843,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2427-droxford-dr/sale_46887044,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1502,0.0,,,1.0,1.0,1.0,1.0,1.0
2844,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1819-millwood-dr/sale_30982659,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1503,0.0,,,1.0,1.0,1.0,1.0,1.0
2845,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1819-millwood-dr/sale_30982659,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1504,0.0,,,1.0,1.0,1.0,1.0,1.0
2846,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1819-millwood-dr/sale_30982659,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1505,0.0,,,1.0,1.0,1.0,1.0,1.0
2847,[],http://www.har.com/851-mathis-st/sale_93650766,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Browning Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1506,0.0,,,,1.0,1.0,1.0,1.0
2848,[],http://www.har.com/851-mathis-st/sale_93650766,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1507,0.0,,,,1.0,1.0,1.0,1.0
2849,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/851-mathis-st/sale_93650766,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1508,0.0,,,1.0,1.0,1.0,1.0,1.0
2850,"['Math Distinction', 'Progress Distinction']",http://www.har.com/2707-kennedy-st/sale_25896457,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burnet Elementary School Elementary . KG - 05 . HOUSTON ISD
                  
                   
                ",1509,0.0,,,1.0,1.0,1.0,1.0,1.0
2851,[],http://www.har.com/2707-kennedy-st/sale_25896457,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1510,0.0,,,,,1.0,1.0,1.0
2852,[],http://www.har.com/2707-kennedy-st/sale_25896457,['Met Index 2'],"
                  Wheatley High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1511,0.0,,,,,1.0,,
2853,[],http://www.har.com/5743-f-kiam/sale_98152944,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1512,0.0,,,,1.0,1.0,1.0,1.0
2854,[],http://www.har.com/5743-f-kiam/sale_98152944,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1513,0.0,,,,1.0,1.0,1.0,1.0
2855,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/5743-f-kiam/sale_98152944,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1514,0.0,,,1.0,1.0,1.0,1.0,1.0
2856,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1219-bethlehem-st/sale_91770014,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Oak Forest Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1515,0.0,,,1.0,1.0,1.0,1.0,1.0
2857,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1219-bethlehem-st/sale_91770014,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1516,0.0,,,1.0,1.0,1.0,1.0,1.0
2858,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1219-bethlehem-st/sale_91770014,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1517,0.0,,,1.0,1.0,1.0,1.0,1.0
2859,[],http://www.har.com/319-w-9th-st/sale_18468474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Harvard Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1518,0.0,,,,1.0,1.0,1.0,1.0
2860,[],http://www.har.com/319-w-9th-st/sale_18468474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1519,0.0,,,,1.0,1.0,1.0,1.0
2861,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/319-w-9th-st/sale_18468474,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1520,0.0,,,1.0,1.0,1.0,1.0,1.0
2862,[],http://www.har.com/608-cordell-st/sale_66450535,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Browning Elementary School Elementary . PK - 05 . HOUSTON ISD
                  
                   
                ",1521,0.0,,,,1.0,1.0,1.0,1.0
2863,[],http://www.har.com/608-cordell-st/sale_66450535,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1522,0.0,,,,1.0,1.0,1.0,1.0
2864,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/608-cordell-st/sale_66450535,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High . 09 - 12 . HOUSTON ISD
                  
                   
                ",1523,0.0,,,1.0,1.0,1.0,1.0,1.0
2865,[],http://www.har.com/548-allston-st/sale_36372647,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary . EE - 05 . HOUSTON ISD
                  
                   
                ",1524,0.0,,,,1.0,1.0,1.0,1.0
2866,[],http://www.har.com/548-allston-st/sale_36372647,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle . 06 - 08 . HOUSTON ISD
                  
                   
                ",1525,0.0,,,,1.0,1.0,1.0,1.0
